Location,Area_SqFt,BHK,Bathrooms,Parking,Property_Age,Floor_Number,Total_Floors,Price,Price_Per_SqFt,Floor_Ratio,Location_Encoded
Kondapur,1289.4,2,2,1.0,2,11,20,8685163.0,6735.8,0.55,9
Madhapur,2178.0,3,4,0.0,5,3,3,17434815.0,8005.0,1.0,12
Banjara Hills,667.9,1,2,1.0,0,0,6,9669260.0,14477.1,0.0,1
Nizampet,635.4,1,1,1.0,0,8,15,4010255.0,6311.4,0.533,16
Kondapur,1214.0,2,3,2.0,15,2,9,8308767.0,6844.1,0.222,9
Shaikpet,2408.0,4,4,2.0,1,9,16,16523801.0,6862.0,0.562,17
Begumpet,1206.7,2,2,0.0,2,11,17,8358388.0,6926.6,0.647,2
Madhapur,499.3,1,1,1.0,1,11,25,3826407.0,7663.5,0.44,12
Kondapur,1518.9,3,4,1.0,2,0,3,11035309.0,7265.3,0.0,9
Hitech City,1968.4,3,4,1.0,5,1,19,19146450.0,9726.9,0.053,6
Tellapur,630.6,1,2,1.0,10,8,13,4261462.0,6757.8,0.615,18
Gachibowli,2007.3,3,3,1.0,15,11,12,16098872.0,8020.2,0.917,5
Nizampet,1219.1,2,3,1.0,0,7,9,6168399.0,5059.8,0.778,16
Jubilee Hills,834.6,2,3,2.0,2,18,24,12235712.0,14660.6,0.75,7
Gachibowli,2427.2,4,4,2.0,0,5,8,18985493.0,7822.0,0.625,5
Gachibowli,2315.4,4,4,1.0,10,8,16,18364712.0,7931.6,0.5,5
Kukatpally,802.3,1,1,2.0,5,6,12,5138708.0,6405.0,0.5,10
Bowenpally,1346.1,3,3,1.0,7,12,23,7671906.0,5699.4,0.522,3
Kondapur,1270.6,2,3,1.0,7,11,13,8782203.0,6911.9,0.846,9
Kompally,2336.3,4,4,1.0,7,3,5,12736596.0,5451.6,0.6,8
Ameerpet,1288.5,2,2,0.0,2,14,18,7181445.0,5573.5,0.778,0
Banjara Hills,1176.9,3,3,1.0,10,13,25,16739272.0,14223.2,0.52,1
Bowenpally,976.4,2,3,1.0,2,10,11,5733399.0,5872.0,0.909,3
Banjara Hills,1279.8,3,4,1.0,15,9,21,15514362.0,12122.5,0.429,1
Nizampet,1385.9,2,3,3.0,1,21,22,8501621.0,6134.4,0.955,16
Shaikpet,1084.1,2,2,1.0,20,3,3,6357535.0,5864.3,1.0,17
Manikonda,1221.8,2,3,1.0,5,15,16,7782293.0,6369.5,0.938,13
Ameerpet,1073.7,2,3,1.0,15,4,18,6530715.0,6082.4,0.222,0
Kukatpally,1920.5,3,4,2.0,10,6,14,10728058.0,5586.1,0.429,10
Madhapur,1881.2,3,3,1.0,3,3,6,14452486.0,7682.6,0.5,12
Uppal,1503.0,3,3,2.0,5,21,21,7031487.0,4678.3,1.0,19
Hitech City,1407.1,3,3,1.0,3,16,25,13101440.0,9311.0,0.64,6
Nizampet,2501.4,4,5,1.0,5,0,4,12197007.0,4876.1,0.0,16
Ameerpet,1986.4,3,3,1.0,3,6,18,11622253.0,5850.9,0.333,0
Nizampet,3321.4,5,5,2.0,20,16,18,16679747.0,5021.9,0.889,16
Hitech City,1304.8,3,4,1.0,7,15,19,12032924.0,9222.0,0.789,6
Shaikpet,2956.6,4,4,1.0,7,8,9,20698181.0,7000.7,0.889,17
Gachibowli,1429.7,2,2,1.0,5,11,14,14187518.0,9923.4,0.786,5
Kukatpally,1520.2,3,3,1.0,1,2,15,8580446.0,5644.3,0.133,10
Kompally,1114.5,2,2,1.0,2,3,6,5673858.0,5090.9,0.5,8
Kukatpally,1850.8,3,3,3.0,0,0,4,13417014.0,7249.3,0.0,10
Nallagandla,1196.4,2,3,2.0,10,0,6,7058845.0,5900.1,0.0,15
Nizampet,3155.6,5,5,2.0,5,2,7,18006830.0,5706.3,0.286,16
Miyapur,1653.9,3,3,2.0,1,15,25,8814099.0,5329.3,0.6,14
Kompally,2300.6,4,5,2.0,5,1,6,10834436.0,4709.4,0.167,8
Nallagandla,1840.7,4,4,1.0,10,13,13,12575072.0,6831.7,1.0,15
Manikonda,1309.9,3,4,2.0,3,7,7,8382214.0,6399.1,1.0,13
Miyapur,1043.1,2,2,2.0,1,10,21,6333731.0,6072.0,0.476,14
Miyapur,1300.4,2,3,1.0,20,4,15,6727230.0,5173.2,0.267,14
Kompally,1166.9,2,2,1.0,10,19,20,5589770.0,4790.3,0.95,8
Madhapur,1087.0,2,2,1.0,7,15,16,9234719.0,8495.6,0.938,12
Bowenpally,568.1,1,1,1.0,2,6,6,2749576.0,4840.0,1.0,3
Ameerpet,1021.9,2,2,1.0,0,7,7,7103345.0,6951.1,1.0,0
Hitech City,2174.3,4,5,2.0,7,7,13,20178258.0,9280.3,0.538,6
Manikonda,2138.9,3,3,2.0,7,5,7,11904414.0,5565.7,0.714,13
Financial District,2225.1,4,4,2.0,5,5,6,20222817.0,9088.5,0.833,4
Banjara Hills,1560.6,3,3,1.0,7,3,11,19761301.0,12662.6,0.273,1
Kukatpally,2700.2,4,5,1.0,15,0,3,13316174.0,4931.6,0.0,10
Shaikpet,1583.5,3,4,1.0,3,2,2,11206592.0,7077.1,1.0,17
Gachibowli,1178.8,2,2,1.0,7,7,10,9639871.0,8177.7,0.7,5
Financial District,679.2,1,2,1.0,3,0,24,6863259.0,10104.9,0.0,4
Nallagandla,2358.9,4,5,1.0,15,4,7,13635640.0,5780.5,0.571,15
Uppal,2134.6,4,5,1.0,7,7,11,10141964.0,4751.2,0.636,19
Nizampet,2213.4,3,4,2.0,0,18,18,12655772.0,5717.8,1.0,16
Nallagandla,1774.8,3,4,2.0,2,1,11,10010025.0,5640.1,0.091,15
Kondapur,777.8,1,1,1.0,2,16,23,6070004.0,7804.1,0.696,9
Hitech City,1751.7,3,3,1.0,3,3,18,13823280.0,7891.4,0.167,6
Madhapur,1115.6,2,2,1.0,15,2,14,8305706.0,7445.1,0.143,12
Banjara Hills,1393.6,2,3,1.0,5,12,18,23871417.0,17129.3,0.667,1
Ameerpet,1729.4,3,3,2.0,2,15,18,11925535.0,6895.8,0.833,0
Nizampet,1478.5,3,3,1.0,3,15,15,8520722.0,5763.1,1.0,16
LB Nagar,748.2,1,1,1.0,10,7,9,3432989.0,4588.3,0.778,11
Ameerpet,1091.9,2,2,2.0,7,9,19,7177528.0,6573.4,0.474,0
Hitech City,1920.4,3,4,2.0,20,6,14,15430076.0,8034.8,0.429,6
Ameerpet,1789.6,3,3,2.0,10,6,17,11175909.0,6244.9,0.353,0
Uppal,765.1,1,2,1.0,0,2,17,3308771.0,4324.6,0.118,19
Begumpet,651.8,1,1,1.0,1,0,6,4137121.0,6347.2,0.0,2
Kondapur,1141.0,2,3,0.0,20,11,15,6874009.0,6024.5,0.733,9
Bowenpally,1029.9,2,3,1.0,1,12,12,5741711.0,5575.0,1.0,3
Ameerpet,722.1,1,1,1.0,10,9,18,4828414.0,6686.6,0.5,0
Nizampet,1684.9,3,3,1.0,15,0,3,8228400.0,4883.6,0.0,16
Banjara Hills,635.5,1,2,1.0,3,8,10,9268775.0,14585.0,0.8,1
Kondapur,723.6,1,1,0.0,3,21,24,5093304.0,7038.8,0.875,9
Manikonda,2380.4,4,4,1.0,20,4,6,12077312.0,5073.6,0.667,13
Jubilee Hills,1416.2,2,2,2.0,0,4,13,21611288.0,15260.1,0.308,7
Miyapur,742.3,1,1,1.0,15,1,24,3601908.0,4852.4,0.042,14
Jubilee Hills,530.5,1,2,2.0,0,15,22,7670848.0,14459.7,0.682,7
Madhapur,1051.8,2,2,1.0,10,9,14,8287981.0,7879.8,0.643,12
Banjara Hills,1061.7,2,2,1.0,5,7,11,16597339.0,15632.8,0.636,1
Kukatpally,1314.1,2,3,1.0,1,0,9,8392828.0,6386.7,0.0,10
Nizampet,1204.7,2,3,1.0,3,15,16,6827917.0,5667.7,0.938,16
Nizampet,1337.3,2,2,1.0,25,2,9,5868101.0,4388.0,0.222,16
Gachibowli,1750.4,3,3,2.0,20,2,11,12784028.0,7303.5,0.182,5
Tellapur,668.4,1,1,1.0,3,22,22,3540299.0,5296.7,1.0,18
Financial District,1390.0,3,3,1.0,2,4,11,13848354.0,9962.8,0.364,4
Begumpet,2447.0,4,5,1.0,2,0,4,17030049.0,6959.6,0.0,2
Bowenpally,1841.1,3,3,2.0,3,20,23,10625873.0,5771.5,0.87,3
Hitech City,1240.5,3,3,0.0,2,12,21,11433275.0,9216.7,0.571,6
Financial District,1452.5,3,3,2.0,25,2,15,10611844.0,7305.9,0.133,4
Nizampet,1051.8,2,3,1.0,1,2,2,5926502.0,5634.6,1.0,16
Jubilee Hills,1434.9,2,3,1.0,25,0,13,17154934.0,11955.5,0.0,7
Kompally,966.3,2,3,1.0,2,1,14,4975158.0,5148.7,0.071,8
Gachibowli,627.2,1,2,2.0,1,1,11,5594067.0,8919.1,0.091,5
Ameerpet,1551.0,3,3,1.0,1,3,4,10212677.0,6584.6,0.75,0
Gachibowli,1968.4,3,3,1.0,7,5,9,17043788.0,8658.7,0.556,5
Hitech City,1902.8,3,4,1.0,7,8,14,17222292.0,9051.0,0.571,6
Kondapur,1930.2,4,5,1.0,25,9,20,12726702.0,6593.5,0.45,9
Jubilee Hills,692.3,1,1,2.0,7,1,16,9916217.0,14323.6,0.062,7
Kukatpally,1329.3,2,3,1.0,10,1,12,7913050.0,5952.8,0.083,10
Uppal,1314.8,3,3,1.0,1,3,6,5999286.0,4562.9,0.5,19
Nallagandla,1663.6,3,4,0.0,1,0,2,11374560.0,6837.3,0.0,15
Nallagandla,1552.4,3,3,2.0,15,6,6,9203794.0,5928.8,1.0,15
Financial District,2125.8,4,4,2.0,5,2,11,21033602.0,9894.4,0.182,4
Kondapur,1654.3,3,3,2.0,2,4,11,12609325.0,7622.2,0.364,9
Kondapur,1222.6,3,3,1.0,10,15,23,8164922.0,6678.3,0.652,9
Begumpet,1625.9,3,3,2.0,7,14,25,13506763.0,8307.3,0.56,2
Kondapur,1800.2,3,3,1.0,10,5,10,12263687.0,6812.4,0.5,9
Ameerpet,2124.2,4,4,2.0,3,17,20,14484070.0,6818.6,0.85,0
Kondapur,2773.0,4,5,3.0,15,3,3,18804220.0,6781.2,1.0,9
Nizampet,918.2,2,2,2.0,25,8,8,3657715.0,3983.6,1.0,16
Gachibowli,1074.2,2,2,1.0,1,3,3,8655946.0,8058.0,1.0,5
Nizampet,1930.2,3,4,1.0,15,6,7,8961095.0,4642.6,0.857,16
Gachibowli,1030.9,2,2,1.0,5,11,17,9752072.0,9459.8,0.647,5
Kompally,3442.3,5,6,3.0,5,3,10,18375194.0,5338.1,0.3,8
Nallagandla,1176.4,2,3,1.0,15,19,23,6657331.0,5659.1,0.826,15
Ameerpet,1631.8,3,3,2.0,5,1,3,10147856.0,6218.8,0.333,0
Miyapur,1141.3,2,2,2.0,7,3,4,5912155.0,5180.2,0.75,14
Bowenpally,1003.0,2,3,1.0,5,14,20,5269352.0,5253.6,0.7,3
LB Nagar,1782.5,4,5,2.0,10,12,20,7285914.0,4087.5,0.6,11
Shaikpet,2217.3,3,3,1.0,7,1,8,13733741.0,6193.9,0.125,17
Kompally,967.8,2,2,2.0,20,18,24,4302115.0,4445.3,0.75,8
Hitech City,1509.6,3,4,1.0,1,13,16,16434302.0,10886.5,0.812,6
Begumpet,633.8,1,1,1.0,10,16,18,5108075.0,8059.4,0.889,2
Kompally,2263.6,4,4,1.0,2,5,6,11758901.0,5194.8,0.833,8
Uppal,2323.6,4,5,2.0,15,0,5,9385846.0,4039.4,0.0,19
Tellapur,1668.3,3,3,1.0,3,13,15,11535482.0,6914.5,0.867,18
Manikonda,1191.5,2,3,0.0,25,0,3,6289675.0,5278.8,0.0,13
Jubilee Hills,1361.3,2,3,1.0,0,3,20,20899525.0,15352.6,0.15,7
Ameerpet,2211.3,4,4,1.0,3,1,17,15666282.0,7084.6,0.059,0
Uppal,950.7,2,2,2.0,7,3,14,4344586.0,4569.9,0.214,19
Shaikpet,673.3,1,1,1.0,5,3,15,4331082.0,6432.6,0.2,17
Jubilee Hills,1025.7,2,2,1.0,7,6,9,13182352.0,12852.1,0.667,7
LB Nagar,1161.8,2,2,1.0,2,14,20,4574699.0,3937.6,0.7,11
Kompally,1313.2,2,3,3.0,0,0,3,7322567.0,5576.1,0.0,8
Ameerpet,2200.0,4,5,1.0,15,0,7,12665664.0,5757.1,0.0,0
Kondapur,1130.0,2,2,1.0,7,19,25,7609239.0,6733.8,0.76,9
Kompally,1554.1,3,3,2.0,3,13,21,8133211.0,5233.4,0.619,8
Shaikpet,1588.1,3,4,1.0,2,7,21,12088143.0,7611.7,0.333,17
Ameerpet,1193.0,2,3,1.0,7,2,13,7233553.0,6063.3,0.154,0
Ameerpet,1659.0,3,3,1.0,15,3,3,9256074.0,5579.3,1.0,0
Uppal,793.7,2,3,1.0,7,7,12,3369005.0,4244.7,0.583,19
Madhapur,1585.3,3,3,1.0,7,2,5,14186867.0,8949.0,0.4,12
Uppal,1144.7,2,2,0.0,5,7,19,4969577.0,4341.4,0.368,19
LB Nagar,1174.4,2,3,1.0,2,10,20,5375229.0,4577.0,0.5,11
Financial District,1117.8,2,3,2.0,7,16,16,11927815.0,10670.8,1.0,4
Madhapur,1398.2,3,4,1.0,2,4,6,11572528.0,8276.7,0.667,12
Nizampet,2171.9,4,5,1.0,3,19,21,14054687.0,6471.1,0.905,16
Gachibowli,1517.0,3,4,0.0,3,0,25,14539709.0,9584.5,0.0,5
Kondapur,1624.8,3,3,1.0,25,9,21,8731231.0,5373.7,0.429,9
Gachibowli,1222.0,2,3,2.0,7,23,24,10622657.0,8692.8,0.958,5
Kompally,2368.7,4,5,2.0,20,3,7,9936251.0,4194.8,0.429,8
LB Nagar,749.3,1,1,3.0,3,12,21,3503206.0,4675.3,0.571,11
Jubilee Hills,1027.3,2,3,1.0,5,2,7,14496258.0,14111.0,0.286,7
Nizampet,1863.1,3,4,1.0,1,6,7,9697536.0,5205.1,0.857,16
Begumpet,2244.1,4,5,1.0,10,18,19,16980999.0,7567.0,0.947,2
Miyapur,569.3,1,1,2.0,1,7,22,3675715.0,6456.6,0.318,14
Kukatpally,1038.2,2,3,1.0,10,13,15,6226430.0,5997.3,0.867,10
Ameerpet,600.9,1,1,1.0,5,17,22,3661155.0,6092.8,0.773,0
Nizampet,1028.6,2,3,1.0,3,5,21,5730465.0,5571.1,0.238,16
Nallagandla,1226.6,2,2,1.0,20,14,15,7319396.0,5967.2,0.933,15
Banjara Hills,1522.0,3,4,1.0,2,5,6,20143792.0,13235.1,0.833,1
Tellapur,1270.9,2,3,3.0,15,1,2,8200141.0,6452.2,0.5,18
Madhapur,1392.3,3,4,1.0,25,0,7,8551876.0,6142.3,0.0,12
Begumpet,1391.8,2,2,1.0,10,0,3,10569585.0,7594.2,0.0,2
Financial District,1769.6,3,4,1.0,1,20,22,17511209.0,9895.6,0.909,4
Miyapur,2329.7,4,5,1.0,0,2,11,14206923.0,6098.2,0.182,14
Nallagandla,1410.5,2,2,3.0,7,16,20,8717365.0,6180.3,0.8,15
Banjara Hills,1187.8,2,2,1.0,15,3,8,16188497.0,13629.0,0.375,1
Nizampet,1191.4,2,3,2.0,0,3,16,6575563.0,5519.2,0.188,16
Madhapur,1449.1,2,2,2.0,15,10,21,10216706.0,7050.4,0.476,12
Kondapur,1114.8,2,2,1.0,5,1,3,7956813.0,7137.4,0.333,9
Kompally,1412.9,3,3,2.0,20,1,7,5261326.0,3723.8,0.143,8
Tellapur,1241.3,2,3,0.0,0,6,13,7887133.0,6353.9,0.462,18
Uppal,1848.6,4,4,0.0,5,4,14,7969619.0,4311.2,0.286,19
Kompally,651.2,1,2,3.0,1,2,8,3321961.0,5101.3,0.25,8
Ameerpet,1265.4,2,3,1.0,0,7,12,7826572.0,6185.1,0.583,0
Tellapur,1892.4,4,4,0.0,2,2,6,13600336.0,7186.8,0.333,18
Begumpet,1600.6,3,4,2.0,1,8,23,14104658.0,8812.1,0.348,2
Begumpet,1880.4,4,4,1.0,2,24,24,12808790.0,6811.7,1.0,2
Bowenpally,1426.0,2,2,1.0,5,9,14,7092968.0,4974.0,0.643,3
Tellapur,1673.0,3,4,1.0,7,5,22,11055727.0,6608.3,0.227,18
Madhapur,1858.3,4,5,1.0,0,4,19,14904924.0,8020.7,0.211,12
Madhapur,1993.1,4,5,1.0,5,12,20,15296606.0,7674.8,0.6,12
Kompally,1399.5,2,3,1.0,1,0,3,7933473.0,5668.8,0.0,8
Shaikpet,1258.7,2,2,2.0,5,1,3,8865346.0,7043.3,0.333,17
Kompally,1534.7,3,3,1.0,7,5,13,7178490.0,4677.5,0.385,8
LB Nagar,1265.7,2,2,2.0,5,0,13,5284412.0,4175.1,0.0,11
Madhapur,1143.0,2,2,1.0,7,5,10,9643907.0,8437.4,0.5,12
Nizampet,2084.3,3,3,1.0,1,8,19,12166712.0,5837.3,0.421,16
Uppal,989.2,2,2,2.0,15,2,19,3605316.0,3644.7,0.105,19
Hitech City,663.8,1,1,1.0,2,21,23,5877538.0,8854.4,0.913,6
Miyapur,1972.8,3,3,1.0,3,5,10,11027300.0,5589.7,0.5,14
Nallagandla,1592.5,3,3,1.0,5,17,23,9649107.0,6059.1,0.739,15
Nallagandla,1717.9,3,3,1.0,2,4,8,11129945.0,6478.8,0.5,15
Begumpet,2673.3,4,4,1.0,5,0,11,16302118.0,6098.1,0.0,2
Kompally,1440.5,3,3,1.0,7,6,24,7132765.0,4951.6,0.25,8
Ameerpet,1105.3,2,2,2.0,3,11,21,7307640.0,6611.5,0.524,0
Kondapur,3123.7,5,5,1.0,20,1,17,19297128.0,6177.7,0.059,9
Tellapur,600.3,1,2,0.0,20,15,15,3861581.0,6432.8,1.0,18
Kondapur,2136.9,4,4,0.0,0,6,18,16126263.0,7546.6,0.333,9
Ameerpet,1081.6,2,3,0.0,7,8,8,6928713.0,6406.0,1.0,0
Madhapur,1115.3,2,2,3.0,5,13,16,9883743.0,8862.0,0.812,12
Jubilee Hills,1116.8,2,3,1.0,25,8,8,13515618.0,12102.1,1.0,7
Ameerpet,2466.6,4,4,1.0,10,3,12,16173628.0,6557.1,0.25,0
Uppal,1961.3,3,3,2.0,0,2,9,8137494.0,4149.0,0.222,19
Madhapur,2260.2,4,4,1.0,7,3,11,19417401.0,8591.0,0.273,12
Ameerpet,1000.1,2,3,1.0,7,4,9,6311351.0,6310.7,0.444,0
Nallagandla,1785.6,3,4,1.0,3,2,3,11097805.0,6215.2,0.667,15
Ameerpet,1378.3,3,3,0.0,2,12,17,8715459.0,6323.3,0.706,0
Miyapur,1150.4,2,3,2.0,10,9,11,6612998.0,5748.4,0.818,14
Kompally,762.8,2,2,2.0,7,0,11,3807580.0,4991.6,0.0,8
Kondapur,727.2,1,1,1.0,20,6,16,4999415.0,6874.9,0.375,9
Banjara Hills,610.0,1,1,2.0,2,2,4,8132772.0,13332.4,0.5,1
Gachibowli,1836.2,3,4,1.0,3,3,3,15820350.0,8615.8,1.0,5
Shaikpet,1163.8,2,2,1.0,1,13,20,9671371.0,8310.2,0.65,17
Begumpet,1156.4,2,3,1.0,15,14,22,7161763.0,6193.2,0.636,2
LB Nagar,750.8,1,1,1.0,0,6,17,3246751.0,4324.4,0.353,11
Kondapur,1650.2,4,5,2.0,2,4,12,12421318.0,7527.2,0.333,9
Bowenpally,2221.5,3,3,1.0,1,16,25,12541680.0,5645.6,0.64,3
Manikonda,1172.3,2,2,0.0,7,6,18,7799359.0,6653.0,0.333,13
Miyapur,1477.1,3,4,1.0,25,2,14,7109736.0,4813.3,0.143,14
Shaikpet,1350.8,2,2,2.0,0,0,5,8500243.0,6292.7,0.0,17
Banjara Hills,1505.1,3,4,2.0,5,0,13,20236236.0,13445.1,0.0,1
Nallagandla,618.2,1,1,1.0,5,19,24,4012046.0,6489.9,0.792,15
LB Nagar,1483.6,3,4,2.0,1,10,24,6514156.0,4390.8,0.417,11
Nizampet,1693.3,3,4,0.0,1,1,8,8886757.0,5248.2,0.125,16
Miyapur,1245.7,2,2,0.0,10,17,18,7399351.0,5939.9,0.944,14
Financial District,2134.3,4,4,0.0,2,6,9,20899083.0,9792.0,0.667,4
Financial District,2498.0,4,5,1.0,2,10,21,24170649.0,9676.0,0.476,4
Uppal,2746.3,4,4,2.0,2,4,20,11992160.0,4366.7,0.2,19
LB Nagar,2247.5,4,4,2.0,0,5,11,10704568.0,4762.9,0.455,11
Bowenpally,2515.3,4,5,1.0,20,3,21,10426138.0,4145.1,0.143,3
Kompally,1807.7,3,4,1.0,2,7,9,10179532.0,5631.2,0.778,8
Hitech City,933.4,2,3,0.0,7,3,16,8357120.0,8953.4,0.188,6
Nallagandla,2523.5,4,4,2.0,5,9,18,17660523.0,6998.4,0.5,15
Uppal,1270.3,2,3,1.0,5,17,23,6009634.0,4730.9,0.739,19
Begumpet,1663.6,3,3,2.0,0,17,24,14464890.0,8694.9,0.708,2
Hitech City,1493.3,4,4,1.0,5,6,7,12047309.0,8067.6,0.857,6
Uppal,1490.5,3,3,1.0,7,3,13,6442767.0,4322.6,0.231,19
Miyapur,1995.4,3,4,2.0,3,8,10,11660430.0,5843.7,0.8,14
Miyapur,1530.6,3,4,2.0,5,1,6,8699291.0,5683.6,0.167,14
Ameerpet,3618.2,5,6,1.0,7,0,8,19459516.0,5378.2,0.0,0
Madhapur,1677.8,3,3,0.0,2,2,3,13140316.0,7831.9,0.667,12
Bowenpally,1117.9,2,2,1.0,5,2,5,5952516.0,5324.7,0.4,3
Nallagandla,1610.4,3,3,1.0,3,7,22,9692899.0,6018.9,0.318,15
Financial District,2056.1,3,4,2.0,0,14,15,20416382.0,9929.7,0.933,4
Financial District,1669.8,3,3,1.0,25,5,17,13382231.0,8014.3,0.294,4
Madhapur,1393.5,2,2,2.0,5,0,11,10360675.0,7435.0,0.0,12
Hitech City,2729.2,5,6,1.0,20,4,14,21082602.0,7724.8,0.286,6
Miyapur,1732.2,3,3,1.0,7,6,7,9466724.0,5465.1,0.857,14
LB Nagar,1809.6,3,3,2.0,1,13,18,7584185.0,4191.1,0.722,11
Gachibowli,1610.7,3,3,2.0,10,10,17,13237904.0,8218.7,0.588,5
Miyapur,1774.5,3,3,2.0,0,0,5,9103242.0,5130.0,0.0,14
Hitech City,1279.4,2,3,1.0,5,18,18,11599187.0,9066.1,1.0,6
Ameerpet,2011.5,3,3,1.0,5,3,11,11461123.0,5697.8,0.273,0
Kukatpally,3096.9,5,6,2.0,10,7,23,18211878.0,5880.7,0.304,10
Tellapur,1264.5,2,3,2.0,15,3,17,7994301.0,6322.1,0.176,18
Gachibowli,1707.5,3,4,2.0,2,19,19,14304951.0,8377.7,1.0,5
Nizampet,2293.7,4,4,1.0,20,20,23,10767405.0,4694.3,0.87,16
Miyapur,1581.9,3,4,1.0,3,17,22,9186465.0,5807.2,0.773,14
Tellapur,2141.6,4,4,1.0,7,12,24,12675430.0,5918.7,0.5,18
Tellapur,2182.5,4,5,1.0,1,2,14,13456001.0,6165.4,0.143,18
Uppal,1859.5,3,3,1.0,2,0,6,8405147.0,4520.1,0.0,19
Uppal,1506.3,3,4,1.0,3,0,7,6269494.0,4162.2,0.0,19
Kukatpally,1717.1,3,3,1.0,15,5,6,9119436.0,5311.0,0.833,10
Uppal,1745.7,4,4,1.0,1,13,14,8683004.0,4973.9,0.929,19
Gachibowli,2111.3,4,4,1.0,1,12,24,18012467.0,8531.5,0.5,5
Financial District,1761.8,3,3,1.0,25,4,7,14241910.0,8083.7,0.571,4
Tellapur,1169.6,2,2,1.0,2,20,22,8053783.0,6885.9,0.909,18
Banjara Hills,1645.3,3,3,2.0,1,5,5,23083568.0,14030.0,1.0,1
Hitech City,1736.6,3,3,1.0,5,7,17,14785737.0,8514.2,0.412,6
Manikonda,1219.5,2,3,1.0,7,1,9,7694180.0,6309.3,0.111,13
Bowenpally,1621.2,3,3,1.0,15,5,15,7867362.0,4852.8,0.333,3
Financial District,1219.0,2,2,1.0,5,2,3,11460523.0,9401.6,0.667,4
Shaikpet,1848.7,4,4,1.0,15,18,21,10675622.0,5774.7,0.857,17
Jubilee Hills,1313.5,2,2,2.0,1,2,5,19167070.0,14592.4,0.4,7
Tellapur,674.5,1,2,1.0,0,1,11,4590192.0,6805.3,0.091,18
Hitech City,1385.6,3,4,1.0,25,16,22,10173305.0,7342.2,0.727,6
Tellapur,2503.3,4,4,2.0,3,2,15,16479195.0,6583.0,0.133,18
Miyapur,1104.0,2,3,1.0,7,0,22,5323738.0,4822.2,0.0,14
Hitech City,1718.4,3,3,1.0,2,12,14,16188693.0,9420.8,0.857,6
LB Nagar,1023.9,2,2,2.0,25,1,9,3862142.0,3772.0,0.111,11
Nallagandla,1192.1,2,2,1.0,5,9,21,8366903.0,7018.6,0.429,15
Hitech City,1223.2,2,2,2.0,5,1,4,11628706.0,9506.8,0.25,6
Miyapur,1445.0,3,4,1.0,15,7,24,7744821.0,5359.7,0.292,14
Jubilee Hills,1446.2,3,3,1.0,10,1,14,21672473.0,14985.8,0.071,7
Bowenpally,1777.3,4,5,2.0,10,18,23,11557738.0,6503.0,0.783,3
Gachibowli,1040.4,2,3,2.0,3,4,4,7204557.0,6924.8,1.0,5
Shaikpet,1112.8,2,2,3.0,1,13,21,8295316.0,7454.5,0.619,17
Miyapur,2199.6,4,4,1.0,2,12,18,13016645.0,5917.7,0.667,14
Manikonda,1391.7,2,2,1.0,10,4,7,7731428.0,5555.4,0.571,13
Bowenpally,1865.1,3,3,1.0,3,9,21,8413303.0,4510.9,0.429,3
Nizampet,2561.7,4,5,2.0,1,2,10,15105432.0,5896.6,0.2,16
Jubilee Hills,1407.6,2,3,1.0,5,13,16,20487829.0,14555.1,0.812,7
Financial District,1209.8,2,3,2.0,0,1,17,11374360.0,9401.9,0.059,4
Shaikpet,1562.6,3,4,1.0,7,9,13,11088846.0,7096.4,0.692,17
LB Nagar,1063.8,2,2,1.0,7,3,8,4744901.0,4460.3,0.375,11
Hitech City,1140.5,2,2,1.0,0,5,5,9847826.0,8634.7,1.0,6
Bowenpally,1806.8,3,3,2.0,5,1,6,9609831.0,5318.7,0.167,3
LB Nagar,1112.0,2,2,2.0,3,2,5,5182802.0,4660.8,0.4,11
Manikonda,576.2,1,2,1.0,3,18,25,3726195.0,6466.8,0.72,13
Kondapur,657.7,1,1,1.0,5,6,8,4813169.0,7318.2,0.75,9
Gachibowli,1466.7,3,3,2.0,7,12,22,14067004.0,9590.9,0.545,5
Tellapur,1766.0,3,3,1.0,7,6,7,12074470.0,6837.2,0.857,18
Ameerpet,1099.5,2,3,2.0,7,2,20,6771824.0,6159.0,0.1,0
Financial District,2097.3,4,5,0.0,10,17,23,18451266.0,8797.6,0.739,4
Tellapur,2678.3,4,4,1.0,5,15,17,21186756.0,7910.5,0.882,18
Shaikpet,1210.3,2,3,2.0,1,5,9,9101511.0,7520.0,0.556,17
Tellapur,1464.1,3,3,1.0,3,9,19,10800442.0,7376.8,0.474,18
Uppal,1699.0,3,4,3.0,3,11,16,8709383.0,5126.2,0.688,19
Nallagandla,1140.5,2,3,1.0,0,0,15,7735726.0,6782.7,0.0,15
Nizampet,1189.5,2,2,1.0,2,2,18,6254943.0,5258.5,0.111,16
Banjara Hills,1237.1,2,2,2.0,1,8,13,17365913.0,14037.6,0.615,1
Nallagandla,971.5,2,2,2.0,20,6,10,5807828.0,5978.2,0.6,15
Kondapur,1141.8,2,3,1.0,5,5,8,8050087.0,7050.3,0.625,9
Manikonda,1202.9,2,3,3.0,3,1,3,7149717.0,5943.7,0.333,13
Hitech City,836.3,1,1,1.0,7,1,3,7940544.0,9494.9,0.333,6
Gachibowli,1532.0,2,2,1.0,1,0,11,12881013.0,8408.0,0.0,5
Madhapur,791.9,2,3,2.0,10,1,14,6201152.0,7830.7,0.071,12
