Location,Area_SqFt,BHK,Bathrooms,Parking,Property_Age,Floor_Number,Total_Floors,Price,Price_Per_SqFt
Kompally,967.8,2,2,2.0,20,18,24,4302115.0,4445.1
Hitech City,1509.6,3,4,1.0,1,13,16,16434302.0,10886.3
Begumpet,633.8,1,1,1.0,10,16,18,5108075.0,8059.3
Kompally,2263.6,4,4,1.0,2,5,6,11758901.0,5194.8
Uppal,2323.6,4,5,2.0,15,0,5,9385846.0,4039.3
Tellapur,1668.3,3,3,1.0,3,13,15,11535482.0,6914.5
Manikonda,1191.5,2,3,0.0,25,0,3,6289675.0,5278.8
Jubilee Hills,2948.5,5,6,2.0,5,11,18,41126227.0,13948.1
Jubilee Hills,1361.3,2,3,1.0,0,3,20,20899525.0,15352.4
Ameerpet,2211.3,4,4,1.0,3,1,17,15666282.0,7084.8
Uppal,950.7,2,2,2.0,7,3,14,4344586.0,4569.7
Banjara Hills,2068.3,4,4,1.0,5,0,16,27486703.0,13289.4
Banjara Hills,2040.7,3,3,0.0,7,0,15,28331236.0,13883.3
Shaikpet,673.3,1,1,1.0,5,3,15,4331082.0,6432.5
Jubilee Hills,1025.7,2,2,1.0,7,6,9,13182352.0,12852.5
LB Nagar,1161.8,2,2,1.0,2,14,20,4574699.0,3937.6
Kompally,1313.2,2,3,3.0,0,0,3,7322567.0,5576.1
Ameerpet,2200.0,4,5,1.0,15,0,7,12665664.0,5757.2
Kondapur,1130.0,2,2,1.0,7,19,25,7609239.0,6733.8
Kompally,1554.1,3,3,2.0,3,13,21,8133211.0,5233.3
Shaikpet,1588.1,3,4,1.0,2,7,21,12088143.0,7611.9
Ameerpet,1193.0,2,3,1.0,7,2,13,7233553.0,6063.4
Ameerpet,1659.0,3,3,1.0,15,3,3,9256074.0,5579.3
Uppal,793.7,2,3,1.0,7,7,12,3369005.0,4244.6
Madhapur,1585.3,3,3,1.0,7,2,5,14186867.0,8948.8
Uppal,1144.7,2,2,0.0,5,7,19,4969577.0,4341.2
LB Nagar,1174.4,2,3,1.0,2,10,20,5375229.0,4577.0
Financial District,1117.8,2,3,2.0,7,16,16,11927815.0,10671.1
Madhapur,1398.2,3,4,1.0,2,4,6,11572528.0,8276.8
Nizampet,2171.9,4,5,1.0,3,19,21,14054687.0,6471.1
Gachibowli,1517.0,3,4,0.0,3,0,25,14539709.0,9584.5
Kondapur,1624.8,3,3,1.0,25,9,21,8731231.0,5373.6
Gachibowli,1222.0,2,3,2.0,7,23,24,10622657.0,8693.1
Kompally,2368.7,4,5,2.0,20,3,7,9936251.0,4194.8
Financial District,3630.8,5,6,2.0,7,10,10,32686539.0,9002.6
LB Nagar,749.3,1,1,3.0,3,12,21,3503206.0,4675.5
Jubilee Hills,1027.3,2,3,1.0,5,2,7,14496258.0,14110.5
Nizampet,1863.1,3,4,1.0,1,6,7,9697536.0,5205.1
Begumpet,2244.1,4,5,1.0,10,18,19,16980999.0,7566.9
Miyapur,569.3,1,1,2.0,1,7,22,3675715.0,6456.6
Kukatpally,1038.2,2,3,1.0,10,13,15,6226430.0,5997.1
Ameerpet,600.9,1,1,1.0,5,17,22,3661155.0,6093.2
Nizampet,1028.6,2,3,1.0,3,5,21,5730465.0,5571.3
Nallagandla,1226.6,2,2,1.0,20,14,15,7319396.0,5967.2
Banjara Hills,1522.0,3,4,1.0,2,5,6,20143792.0,13235.5
Tellapur,1270.9,2,3,3.0,15,1,2,8200141.0,6452.1
Madhapur,1392.3,3,4,1.0,25,0,7,8551876.0,6142.2
Begumpet,1391.8,2,2,1.0,10,0,3,10569585.0,7594.4
Financial District,1769.6,3,4,1.0,1,20,22,17511209.0,9895.6
Miyapur,2329.7,4,5,1.0,0,2,11,14206923.0,6098.1
Nallagandla,1410.5,2,2,3.0,7,16,20,8717365.0,6180.3
Banjara Hills,1187.8,2,2,1.0,15,3,8,16188497.0,13628.7
Nizampet,1191.4,2,3,2.0,0,3,16,6575563.0,5519.1
Madhapur,1449.1,2,2,2.0,15,10,21,10216706.0,7050.5
Kondapur,1114.8,2,2,1.0,5,1,3,7956813.0,7137.6
Kompally,1412.9,3,3,2.0,20,1,7,5261326.0,3723.7
Tellapur,1241.3,2,3,0.0,0,6,13,7887133.0,6353.9
Uppal,1848.6,4,4,0.0,5,4,14,7969619.0,4311.3
Kompally,651.2,1,2,3.0,1,2,8,3321961.0,5101.4
Banjara Hills,1861.5,3,4,1.0,5,18,18,27921957.0,14999.6
Ameerpet,1265.4,2,3,1.0,0,7,12,7826572.0,6184.9
Tellapur,1892.4,4,4,0.0,2,2,6,13600336.0,7186.7
Begumpet,1600.6,3,4,2.0,1,8,23,14104658.0,8812.0
Begumpet,1880.4,4,4,,2,24,24,12808790.0,6811.9
Bowenpally,1426.0,2,2,1.0,5,9,14,7092968.0,4974.0
Tellapur,1673.0,3,4,1.0,7,5,22,11055727.0,6608.5
Madhapur,1858.3,4,5,1.0,0,4,19,14904924.0,8020.9
Madhapur,1993.1,4,5,1.0,5,12,20,15296606.0,7674.9
Kompally,1399.5,2,3,1.0,1,0,3,7933473.0,5669.0
Shaikpet,1258.7,2,2,2.0,5,1,3,8865346.0,7043.1
Kompally,1534.7,3,3,1.0,7,5,13,7178490.0,4677.6
LB Nagar,1265.7,2,2,2.0,5,0,13,5284412.0,4175.2
Madhapur,1143.0,2,2,1.0,7,5,10,9643907.0,8437.3
Nizampet,2084.3,3,3,1.0,1,8,19,12166712.0,5837.3
Jubilee Hills,1934.7,4,5,2.0,10,14,17,27315541.0,14118.9
Uppal,989.2,2,2,2.0,15,2,19,3605316.0,3644.7
Hitech City,663.8,1,1,1.0,2,21,23,5877538.0,8854.6
Miyapur,1972.8,3,3,1.0,3,5,10,11027300.0,5589.8
Nallagandla,1592.5,3,3,1.0,5,17,23,9649107.0,6059.2
Nallagandla,1717.9,3,3,1.0,2,4,8,11129945.0,6478.7
Begumpet,2673.3,4,4,1.0,5,0,11,16302118.0,6098.2
Kompally,1440.5,3,3,1.0,7,6,24,7132765.0,4951.4
Ameerpet,1105.3,2,2,2.0,3,11,21,7307640.0,6611.4
Kondapur,3123.7,5,5,1.0,20,1,17,19297128.0,6177.7
Tellapur,600.3,1,2,0.0,20,15,15,3861581.0,6432.5
Kondapur,2136.9,4,4,0.0,0,6,18,16126263.0,7546.7
Ameerpet,1081.6,2,3,0.0,7,8,8,6928713.0,6405.8
Madhapur,1115.3,2,2,3.0,5,13,16,9883743.0,8862.1
Jubilee Hills,1116.8,2,3,1.0,25,8,8,13515618.0,12102.0
Ameerpet,2466.6,4,4,1.0,10,3,12,16173628.0,6557.0
Uppal,1961.3,3,3,2.0,0,2,9,8137494.0,4148.9
Madhapur,2260.2,4,4,1.0,7,3,11,19417401.0,8590.9
Ameerpet,1000.1,2,3,1.0,7,4,9,6311351.0,6310.9
Nallagandla,1785.6,3,4,1.0,3,2,3,11097805.0,6215.2
Ameerpet,1378.3,3,3,0.0,2,12,17,8715459.0,6323.5
Miyapur,1150.4,2,3,2.0,10,9,11,6612998.0,5748.3
Kompally,762.8,2,2,2.0,7,0,11,3807580.0,4991.5
Kondapur,727.2,1,1,1.0,20,6,16,4999415.0,6875.0
Banjara Hills,610.0,1,1,2.0,2,2,4,8132772.0,13333.5
Gachibowli,1836.2,3,4,1.0,3,3,3,15820350.0,8615.8
Shaikpet,1163.8,2,2,1.0,1,13,20,9671371.0,8309.9
Begumpet,1156.4,2,3,1.0,15,14,22,7161763.0,6193.3
LB Nagar,750.8,1,1,1.0,0,6,17,3246751.0,4324.4
Kondapur,1650.2,4,5,2.0,2,4,12,12421318.0,7527.3
Bowenpally,2221.5,3,3,1.0,1,16,25,12541680.0,5645.6
Manikonda,1172.3,2,2,0.0,7,6,18,7799359.0,6652.8
Miyapur,1477.1,3,4,1.0,25,2,14,7109736.0,4813.3
Shaikpet,1350.8,2,2,2.0,0,0,5,8500243.0,6292.9
Banjara Hills,1505.1,3,4,2.0,5,0,13,20236236.0,13445.4
Nallagandla,618.2,1,1,1.0,5,19,24,4012046.0,6489.9
LB Nagar,1483.6,3,4,2.0,1,10,24,6514156.0,4390.8
Nizampet,1693.3,3,4,0.0,1,1,8,8886757.0,5248.2
Miyapur,1245.7,2,2,0.0,10,17,18,7399351.0,5939.8
Financial District,2134.3,4,4,0.0,2,6,9,20899083.0,9791.8
Banjara Hills,2313.6,4,5,1.0,2,1,18,32339564.0,13978.2
Financial District,2498.0,4,5,1.0,2,10,21,24170649.0,9676.0
Uppal,2746.3,4,4,2.0,2,4,20,11992160.0,4366.7
LB Nagar,2247.5,4,4,2.0,0,5,11,10704568.0,4762.9
Bowenpally,2515.3,4,5,1.0,20,3,21,10426138.0,4145.0
Kompally,1807.7,3,4,1.0,2,7,9,10179532.0,5631.2
Hitech City,933.4,2,3,0.0,7,3,16,8357120.0,8953.8
Nallagandla,2523.5,4,4,2.0,5,9,18,17660523.0,6998.4
Uppal,1270.3,2,3,1.0,5,17,23,6009634.0,4731.0
Begumpet,1663.6,3,3,2.0,0,17,24,14464890.0,8694.8
Hitech City,1493.3,4,4,1.0,5,6,7,12047309.0,8067.4
Uppal,1490.5,3,3,1.0,7,3,13,6442767.0,4322.6
Miyapur,1995.4,3,4,2.0,3,8,10,11660430.0,5843.7
Miyapur,1530.6,3,4,2.0,5,1,6,8699291.0,5683.4
Ameerpet,3618.2,5,6,1.0,7,0,8,19459516.0,5378.2
Madhapur,1677.8,3,3,0.0,2,2,3,13140316.0,7831.7
Bowenpally,1117.9,2,2,1.0,5,2,5,5952516.0,5324.9
Nallagandla,1610.4,3,3,1.0,3,7,22,9692899.0,6018.8
Financial District,2056.1,3,4,2.0,0,14,15,20416382.0,9929.4
Financial District,1669.8,3,3,,25,5,17,13382231.0,8014.3
Madhapur,1393.5,2,2,2.0,5,0,11,10360675.0,7435.1
Hitech City,2729.2,5,6,1.0,20,4,14,21082602.0,7724.8
Hitech City,3751.0,5,5,2.0,7,0,10,29854915.0,7959.2
Miyapur,1732.2,3,3,1.0,7,6,7,9466724.0,5465.1
LB Nagar,1809.6,3,3,2.0,1,13,18,7584185.0,4191.0
Gachibowli,1610.7,3,3,2.0,10,10,17,13237904.0,8218.7
Miyapur,1774.5,3,3,2.0,0,0,5,9103242.0,5129.9
Hitech City,1279.4,2,3,1.0,5,18,18,11599187.0,9066.2
Ameerpet,2011.5,3,3,1.0,5,3,11,11461123.0,5697.9
Kukatpally,3096.9,5,6,2.0,10,7,23,18211878.0,5880.6
Tellapur,1264.5,2,3,2.0,15,3,17,7994301.0,6322.0
Gachibowli,1707.5,3,4,2.0,2,19,19,14304951.0,8377.7
Nizampet,2293.7,4,4,1.0,20,20,23,10767405.0,4694.4
Miyapur,1581.9,3,4,1.0,3,17,22,9186465.0,5807.1
Tellapur,2141.6,4,4,1.0,7,12,24,12675430.0,5918.6
Tellapur,2182.5,4,5,1.0,1,2,14,13456001.0,6165.5
Uppal,1859.5,3,3,1.0,2,0,6,8405147.0,4520.2
Uppal,1506.3,3,4,1.0,3,0,7,6269494.0,4162.1
Kukatpally,1717.1,3,3,1.0,15,5,6,9119436.0,5311.0
Uppal,1745.7,4,4,1.0,1,13,14,8683004.0,4973.9
Gachibowli,2111.3,4,4,1.0,1,12,24,18012467.0,8531.4
Financial District,1761.8,3,3,1.0,25,4,7,14241910.0,8083.6
Tellapur,1169.6,2,2,1.0,2,20,22,8053783.0,6886.0
Banjara Hills,1645.3,3,3,2.0,1,5,5,23083568.0,14029.7
Hitech City,1736.6,3,3,1.0,5,7,17,14785737.0,8514.1
Manikonda,1219.5,2,3,1.0,7,1,9,7694180.0,6309.4
Bowenpally,1621.2,3,3,1.0,15,5,15,7867362.0,4852.7
Financial District,1219.0,2,2,1.0,5,2,3,11460523.0,9401.3
Shaikpet,1848.7,4,4,1.0,15,18,21,10675622.0,5774.7
Jubilee Hills,1313.5,2,2,2.0,1,2,5,19167070.0,14592.9
Tellapur,674.5,1,2,1.0,0,1,11,4590192.0,6805.8
Hitech City,1385.6,3,4,1.0,25,16,22,10173305.0,7342.4
Tellapur,2503.3,4,4,2.0,3,2,15,16479195.0,6583.1
Miyapur,1104.0,2,3,1.0,7,0,22,5323738.0,4822.1
Hitech City,1718.4,3,3,1.0,2,12,14,16188693.0,9420.8
LB Nagar,1023.9,2,2,2.0,25,1,9,3862142.0,3772.1
Nallagandla,1192.1,2,2,1.0,5,9,21,8366903.0,7018.6
Hitech City,1223.2,2,2,2.0,5,1,4,11628706.0,9506.9
Miyapur,1445.0,3,4,1.0,15,7,24,7744821.0,5359.9
Jubilee Hills,1446.2,3,3,1.0,10,1,14,21672473.0,14985.8
Bowenpally,1777.3,4,5,2.0,10,18,23,11557738.0,6503.1
Gachibowli,1040.4,2,3,2.0,3,4,4,7204557.0,6925.1
Shaikpet,1112.8,2,2,3.0,1,13,21,8295316.0,7454.4
Miyapur,2199.6,4,4,1.0,2,12,18,13016645.0,5917.8
Manikonda,1391.7,2,2,1.0,10,4,7,7731428.0,5555.6
Bowenpally,1865.1,3,3,1.0,3,9,21,8413303.0,4510.9
Nizampet,2561.7,4,5,2.0,1,2,10,15105432.0,5896.6
Jubilee Hills,1407.6,2,3,1.0,5,13,16,20487829.0,14554.8
Jubilee Hills,2121.2,3,3,3.0,3,13,21,32660513.0,15396.8
Financial District,1209.8,2,3,2.0,0,1,17,11374360.0,9401.7
Shaikpet,1562.6,3,4,1.0,7,9,13,11088846.0,7096.3
LB Nagar,1063.8,2,2,1.0,7,3,8,4744901.0,4460.2
Hitech City,1140.5,2,2,1.0,0,5,5,9847826.0,8635.0
Bowenpally,1806.8,3,3,2.0,5,1,6,9609831.0,5318.6
LB Nagar,1112.0,2,2,2.0,3,2,5,5182802.0,4660.9
Manikonda,576.2,1,2,1.0,3,18,25,3726195.0,6466.5
Kondapur,657.7,1,1,1.0,5,6,8,4813169.0,7318.1
Gachibowli,1466.7,3,3,2.0,7,12,22,14067004.0,9591.0
Tellapur,1766.0,3,3,1.0,7,6,7,12074470.0,6837.2
Ameerpet,1099.5,2,3,2.0,7,2,20,6771824.0,6158.9
Financial District,2097.3,4,5,0.0,10,17,23,18451266.0,8797.5
Tellapur,2678.3,4,4,,5,15,17,21186756.0,7910.6
Shaikpet,1210.3,2,3,2.0,1,5,9,9101511.0,7520.0
Tellapur,1464.1,3,3,1.0,3,9,19,10800442.0,7377.0
Uppal,1699.0,3,4,3.0,3,11,16,8709383.0,5126.3
Nallagandla,1140.5,2,3,,0,0,15,7735726.0,6782.8
Nizampet,1189.5,2,2,1.0,2,2,18,6254943.0,5258.4
Banjara Hills,1237.1,2,2,2.0,1,8,13,17365913.0,14037.6
Nallagandla,971.5,2,2,2.0,20,6,10,5807828.0,5978.5
Kondapur,1141.8,2,3,1.0,5,5,8,8050087.0,7050.5
Manikonda,1202.9,2,3,3.0,3,1,3,7149717.0,5943.7
Hitech City,836.3,1,1,1.0,7,1,3,7940544.0,9494.9
Gachibowli,1532.0,2,2,1.0,1,0,11,12881013.0,8407.8
Madhapur,791.9,2,3,2.0,10,1,14,6201152.0,7830.3
LB Nagar,1451.8,3,3,1.0,2,19,20,7067033.0,4867.8
Jubilee Hills,770.1,1,1,3.0,15,14,23,10324893.0,13407.5
Madhapur,2079.2,4,5,,7,2,17,16899748.0,8128.0
Bowenpally,1933.8,3,4,1.0,0,9,16,10707741.0,5537.2
Gachibowli,621.0,1,1,1.0,25,8,13,4105852.0,6611.3
Gachibowli,2360.8,4,4,1.0,10,3,18,20293236.0,8596.0
Kompally,1399.6,3,4,0.0,7,0,5,7695889.0,5498.6
Bowenpally,1277.1,2,3,1.0,5,3,25,6018804.0,4712.8
Financial District,1088.1,2,2,1.0,5,19,22,10292616.0,9459.7
Ameerpet,1181.1,2,2,2.0,10,6,6,7350426.0,6223.4
Tellapur,2684.0,4,5,2.0,5,6,8,17956734.0,6690.2
Gachibowli,1656.2,3,4,2.0,25,2,9,11583010.0,6993.9
LB Nagar,635.9,1,1,3.0,20,12,19,2592736.0,4077.1
Tellapur,1517.2,3,4,2.0,7,0,14,10745621.0,7082.4
Hitech City,2559.4,4,5,1.0,5,8,9,24346560.0,9512.6
Miyapur,1103.6,2,2,1.0,7,4,5,6050908.0,5482.9
Hitech City,604.0,1,1,1.0,5,2,3,5419460.0,8972.8
Begumpet,1602.1,3,3,1.0,10,7,12,10321602.0,6442.6
Kukatpally,2894.4,5,6,2.0,10,14,23,19334485.0,6679.9
Gachibowli,1299.5,2,3,2.0,7,11,19,11020949.0,8480.7
Gachibowli,3444.6,5,6,1.0,0,5,5,29016962.0,8424.0
Nizampet,1861.9,4,5,1.0,0,4,8,9969637.0,5354.4
Hitech City,1774.7,3,4,1.0,1,19,22,17478919.0,9849.0
LB Nagar,1962.1,4,4,2.0,25,2,12,6582719.0,3355.0
Banjara Hills,2127.7,4,5,1.0,0,4,6,29983103.0,14092.1
Jubilee Hills,876.9,2,3,1.0,2,0,11,14645956.0,16702.1
Bowenpally,1587.8,3,4,1.0,3,4,10,8794479.0,5538.9
LB Nagar,1512.8,3,3,1.0,1,22,22,6731407.0,4449.6
Madhapur,1591.7,3,3,2.0,15,0,3,11785584.0,7404.4
Ameerpet,590.8,1,1,2.0,7,2,2,3641235.0,6163.0
Financial District,1351.2,2,2,2.0,15,15,19,12295936.0,9100.3
Nallagandla,1058.5,2,3,2.0,2,15,19,6949079.0,6564.8
Miyapur,1319.1,3,3,1.0,2,2,2,8306276.0,6296.9
Gachibowli,1866.6,4,5,1.0,1,3,3,16429790.0,8802.2
Kondapur,2774.8,4,4,1.0,25,4,11,16164827.0,5825.6
Begumpet,1836.9,3,4,1.0,3,1,2,13837479.0,7532.9
Madhapur,1524.1,3,3,1.0,0,11,12,12795182.0,8395.3
Financial District,3045.0,5,5,1.0,1,8,20,31556417.0,10363.4
Financial District,2549.0,4,4,2.0,0,6,18,27663124.0,10852.5
Bowenpally,717.8,1,1,1.0,5,5,10,3270463.0,4556.3
Madhapur,1880.5,3,4,1.0,2,3,18,14777254.0,7858.2
Shaikpet,1263.2,2,3,1.0,3,1,2,8435172.0,6677.7
Begumpet,2464.5,4,4,1.0,10,10,11,18599061.0,7546.8
LB Nagar,1459.6,2,3,1.0,20,4,12,5092013.0,3488.7
Uppal,2101.5,3,3,1.0,1,2,7,9032694.0,4298.2
Manikonda,2071.9,4,4,1.0,10,0,22,12195987.0,5886.5
Financial District,1575.6,3,3,1.0,1,5,8,14478831.0,9189.7
Tellapur,1000.7,2,2,1.0,5,13,13,6861644.0,6857.0
Hitech City,1730.7,3,3,1.0,3,23,25,16944690.0,9790.5
Ameerpet,2216.2,4,4,1.0,10,4,5,11873298.0,5357.6
Uppal,1901.4,3,4,1.0,15,6,10,7586010.0,3989.7
Gachibowli,1315.0,3,3,2.0,1,9,14,12521828.0,9522.4
Kukatpally,1097.4,2,3,0.0,0,8,14,7023443.0,6400.2
Banjara Hills,2502.6,4,4,1.0,5,8,25,37059174.0,14808.0
Manikonda,2046.9,3,3,1.0,0,1,7,12793247.0,6250.1
Jubilee Hills,1634.9,3,3,0.0,5,8,10,25142480.0,15378.6
Uppal,1131.0,2,3,2.0,15,1,18,4192489.0,3706.9
Tellapur,585.6,1,2,1.0,0,0,8,4194307.0,7162.2
Uppal,3631.4,5,6,1.0,10,13,17,16883111.0,4649.2
Hitech City,1937.4,3,3,2.0,3,1,2,16927396.0,8737.0
Shaikpet,2548.2,4,4,2.0,25,5,12,16836331.0,6607.2
Kompally,1976.8,3,3,1.0,25,3,5,8574274.0,4337.3
Kondapur,1338.2,2,2,1.0,15,9,11,9329487.0,6971.8
Manikonda,762.5,2,3,1.0,2,14,16,4963577.0,6509.9
Madhapur,2311.1,4,5,1.0,7,5,9,16052952.0,6945.9
Manikonda,2203.8,4,4,0.0,3,4,11,14577070.0,6614.5
Begumpet,2259.9,4,4,2.0,7,0,24,16161661.0,7151.5
LB Nagar,1275.2,2,2,2.0,1,8,14,6004235.0,4708.6
Gachibowli,2353.4,4,4,0.0,0,10,19,19830364.0,8426.1
Jubilee Hills,1231.9,2,2,1.0,5,8,11,18242330.0,14808.7
Tellapur,1866.1,4,4,0.0,5,3,3,11812916.0,6330.2
Jubilee Hills,1256.8,2,2,1.0,3,15,18,18297214.0,14559.1
Ameerpet,2563.9,4,4,2.0,0,5,16,18704911.0,7295.4
Banjara Hills,1779.5,3,3,3.0,2,10,20,24995385.0,14046.3
Bowenpally,1676.1,3,3,1.0,1,1,15,8902907.0,5311.7
Ameerpet,1160.5,3,3,3.0,0,9,20,8275342.0,7131.1
Gachibowli,1322.7,3,3,1.0,1,10,17,12105204.0,9151.7
Banjara Hills,1533.0,3,4,1.0,1,0,7,23728210.0,15478.1
Manikonda,1344.8,3,4,3.0,0,20,21,9706959.0,7218.0
Manikonda,568.0,1,1,3.0,2,1,6,3254108.0,5729.3
Miyapur,1623.6,3,3,0.0,5,4,13,8856516.0,5454.8
Shaikpet,1618.3,3,3,2.0,5,5,5,12164767.0,7517.2
Jubilee Hills,1315.8,3,3,2.0,25,2,23,15138286.0,11505.3
Kondapur,1087.2,2,2,1.0,7,8,19,7499071.0,6897.8
Uppal,1379.8,3,3,1.0,10,5,8,5004910.0,3627.3
Shaikpet,1161.2,2,2,1.0,0,1,6,8048263.0,6930.9
Uppal,1537.7,3,4,2.0,2,13,22,7477765.0,4862.9
Begumpet,2446.5,4,4,3.0,7,4,7,16740901.0,6842.8
Uppal,955.4,2,2,1.0,25,20,24,3466969.0,3628.9
Ameerpet,3928.1,5,5,2.0,7,3,6,21769983.0,5542.1
Nizampet,1412.6,3,3,2.0,0,12,17,8289634.0,5868.5
Hitech City,1897.9,3,3,0.0,0,5,6,18175991.0,9577.0
Madhapur,1180.9,2,3,1.0,15,8,9,8218147.0,6959.3
Uppal,1302.9,2,3,1.0,10,4,7,6242663.0,4791.2
Jubilee Hills,2663.2,4,5,0.0,5,13,15,37904155.0,14232.5
Bowenpally,1657.7,3,3,1.0,0,18,25,7867651.0,4746.1
Uppal,2345.3,4,5,1.0,2,7,9,10843749.0,4623.7
Financial District,2473.4,4,5,1.0,3,6,19,24554705.0,9927.4
Ameerpet,1781.6,3,4,1.0,5,3,5,11514975.0,6463.3
Hitech City,2906.1,4,5,2.0,15,2,12,22431777.0,7718.8
Tellapur,1907.3,3,3,2.0,10,8,23,12623678.0,6618.5
LB Nagar,1478.4,3,3,1.0,5,5,6,6119643.0,4139.3
Uppal,2001.5,3,3,2.0,10,4,8,8718788.0,4356.1
Nallagandla,1804.4,3,3,1.0,15,8,13,10028338.0,5557.6
Jubilee Hills,2351.3,4,5,1.0,2,2,3,34845732.0,14819.8
Financial District,1886.5,3,3,1.0,15,9,18,17989178.0,9536.0
Bowenpally,1313.8,2,2,2.0,7,4,4,7612644.0,5794.4
Kompally,1530.5,3,3,1.0,20,13,23,7434427.0,4857.6
Begumpet,1363.2,2,2,2.0,10,3,10,10097860.0,7407.5
Tellapur,2289.9,4,4,2.0,10,2,19,13673993.0,5971.4
Kukatpally,1121.8,2,2,1.0,1,9,11,7812917.0,6964.8
Bowenpally,1657.7,3,3,2.0,7,3,6,7978808.0,4813.3
Miyapur,2424.4,4,5,2.0,5,3,3,13512303.0,5573.4
Kukatpally,1405.4,2,3,3.0,5,2,16,8967423.0,6380.8
Gachibowli,1825.3,3,3,1.0,15,7,11,16181898.0,8865.1
Tellapur,1562.7,3,3,1.0,1,4,24,9961931.0,6374.8
Gachibowli,2632.3,4,5,1.0,3,2,5,24286695.0,9226.3
Gachibowli,1339.8,2,2,1.0,20,1,18,10148200.0,7574.3
Kukatpally,1417.8,3,3,1.0,3,9,23,8870091.0,6256.3
Gachibowli,1562.7,3,3,1.0,0,20,22,13854111.0,8865.7
Jubilee Hills,1719.7,4,4,1.0,10,6,6,22186849.0,12901.7
Jubilee Hills,1033.7,2,2,1.0,2,0,2,15953729.0,15433.1
Nizampet,1530.6,3,3,2.0,1,4,7,8560472.0,5592.7
Tellapur,1606.5,3,3,3.0,1,14,15,11248079.0,7001.6
LB Nagar,987.5,2,2,1.0,7,9,10,4080660.0,4132.3
Shaikpet,2064.5,4,5,0.0,7,3,13,13976648.0,6770.0
Financial District,1170.7,2,2,1.0,2,8,20,11423718.0,9757.7
Hitech City,910.9,2,3,2.0,0,0,17,8293888.0,9105.0
Begumpet,1580.3,3,3,1.0,2,17,18,11759371.0,7441.1
Uppal,1108.2,2,3,1.0,15,10,15,5029091.0,4538.2
Nallagandla,2165.1,3,4,1.0,2,3,17,15661943.0,7233.8
Tellapur,2126.3,4,4,0.0,2,3,3,17129986.0,8056.1
Uppal,869.6,2,3,1.0,3,17,21,4512230.0,5189.1
Jubilee Hills,2207.6,4,4,2.0,15,0,6,30163510.0,13663.2
Manikonda,2380.5,4,4,3.0,25,8,11,13070117.0,5490.5
Financial District,2461.6,4,5,2.0,7,5,6,19334309.0,7854.5
Banjara Hills,950.4,2,2,1.0,2,13,18,15461199.0,16267.5
Shaikpet,581.8,1,2,0.0,5,3,7,3509619.0,6032.4
Begumpet,2014.2,4,4,2.0,7,12,14,16137067.0,8011.5
Tellapur,1310.3,2,3,1.0,3,16,16,9327420.0,7118.6
Manikonda,1176.6,3,4,0.0,1,13,21,8480128.0,7207.6
Banjara Hills,1373.8,2,3,1.0,5,13,23,18858281.0,13726.9
Ameerpet,1222.9,2,2,1.0,0,8,9,7399014.0,6050.5
Begumpet,2179.7,4,5,1.0,0,0,4,16720666.0,7670.9
LB Nagar,2297.2,4,4,1.0,10,9,21,9647748.0,4199.8
Ameerpet,2065.5,4,5,1.0,0,8,10,13996415.0,6776.4
Kompally,1654.8,4,5,1.0,15,6,12,8276120.0,5001.3
Kompally,1570.6,3,3,2.0,1,9,24,7322919.0,4662.6
Jubilee Hills,1442.9,3,3,2.0,3,0,19,19283876.0,13365.1
Hitech City,1209.7,2,3,1.0,7,5,16,10834390.0,8956.5
Manikonda,1278.7,3,3,1.0,7,3,8,7975691.0,6237.6
Nallagandla,1111.0,2,3,3.0,2,14,16,7742674.0,6969.2
Madhapur,1699.9,3,3,2.0,1,3,19,14980327.0,8812.5
Begumpet,2572.9,4,5,1.0,1,13,16,21224633.0,8249.4
Ameerpet,2090.7,4,5,1.0,2,13,15,13714842.0,6560.1
LB Nagar,1128.6,2,2,1.0,2,20,23,4954707.0,4390.2
Begumpet,1317.0,2,2,2.0,20,0,18,8687259.0,6596.4
Kompally,1623.5,3,3,1.0,2,1,5,7619173.0,4693.0
Tellapur,1761.2,3,3,1.0,1,11,16,12787065.0,7260.3
Tellapur,2000.0,3,4,3.0,0,12,12,14137701.0,7068.8
Tellapur,2894.2,5,5,1.0,10,15,24,17100498.0,5908.6
Bowenpally,2141.4,4,4,0.0,1,5,11,12071149.0,5637.0
Madhapur,2332.7,4,4,1.0,0,12,22,18461784.0,7914.4
Begumpet,1186.1,2,3,1.0,3,4,20,8173746.0,6891.2
Financial District,1112.5,2,2,0.0,1,12,14,9580644.0,8611.8
Gachibowli,2183.6,4,4,1.0,5,14,17,20367881.0,9327.5
Banjara Hills,1043.6,2,2,0.0,2,6,8,15687375.0,15032.3
Uppal,1608.4,3,4,2.0,1,9,10,7575463.0,4710.1
Madhapur,1529.4,3,4,2.0,7,7,22,12035171.0,7869.1
Manikonda,2260.7,4,4,1.0,7,1,13,14364274.0,6353.9
LB Nagar,746.9,1,1,2.0,20,16,18,2874382.0,3848.4
Hitech City,3605.1,5,6,1.0,1,6,18,35879594.0,9952.5
LB Nagar,1146.5,2,3,2.0,15,5,24,4627518.0,4036.2
Shaikpet,695.8,1,1,2.0,7,2,7,4424322.0,6358.5
Financial District,636.2,1,1,1.0,7,2,4,5869137.0,9225.8
Manikonda,1555.4,3,3,1.0,10,13,14,8803857.0,5660.0
